iter	MultiClass
0	0.6724282476
1	0.6473264202
2	0.6264244239
3	0.6055911221
4	0.5812049304
5	0.5642805181
6	0.5475559282
7	0.5312622634
8	0.5159444684
9	0.5014243608
10	0.4887302834
11	0.4760723182
12	0.4618805356
13	0.4485142169
14	0.4371014705
15	0.4256672679
16	0.4154783482
17	0.4060044035
18	0.3966920538
19	0.3854866309
20	0.3774569966
21	0.3689636864
22	0.3624946409
23	0.3514145457
24	0.345243854
25	0.3391585541
26	0.3298585792
27	0.3228121393
28	0.3171805716
29	0.3112424719
30	0.3057113799
31	0.2986339801
32	0.2950218029
33	0.2889248015
34	0.2844239999
35	0.2790804648
36	0.2747494273
37	0.2707999091
38	0.2655718235
39	0.2598995095
40	0.2571235554
41	0.252546509
42	0.2467330888
43	0.2424327567
44	0.2394833453
45	0.2342483705
46	0.2321472586
47	0.2291170465
48	0.2269233607
49	0.2244766476
50	0.2222070626
51	0.219398279
52	0.2171941379
53	0.2122015766
54	0.2084734641
55	0.2055527069
56	0.2039495539
57	0.2022219865
58	0.199958195
59	0.1986547988
60	0.1958599566
61	0.191361601
62	0.1892076367
63	0.187042837
64	0.1859138894
65	0.1826901999
66	0.1820328591
67	0.1801500415
68	0.1779825768
69	0.1757471273
70	0.1745007045
71	0.1734194183
72	0.1699671815
73	0.1679030366
74	0.1648309256
75	0.1638489358
76	0.1629498938
77	0.1616361129
78	0.1589552219
79	0.1569164698
80	0.1554814676
81	0.1534304035
82	0.1527835529
83	0.1519945364
84	0.1517230246
85	0.1499771613
86	0.1488726963
87	0.1482828331
88	0.1472955616
89	0.1459174143
90	0.1437285358
91	0.1424550818
92	0.1413155596
93	0.1402180844
94	0.1384172132
95	0.1375701989
96	0.1345690769
97	0.1333494131
98	0.1326823596
99	0.1306675343
100	0.1294027912
101	0.1282928716
102	0.1268838357
103	0.1260174368
104	0.1249297265
105	0.1235860855
106	0.1221595141
107	0.1208997312
108	0.1196057298
109	0.1179094317
110	0.1170655445
111	0.1162818168
112	0.1154484592
113	0.1142537316
114	0.1131335417
115	0.112806101
116	0.1125162867
117	0.1112910739
118	0.1108094377
119	0.109259765
120	0.1078475944
121	0.1069048565
122	0.1056032252
123	0.104371466
124	0.103201313
125	0.102601663
126	0.1020833672
127	0.1011234735
128	0.1005516628
129	0.09989507927
130	0.09949490512
131	0.09898431512
132	0.09852383592
133	0.09767539189
134	0.09662468101
135	0.0958481981
136	0.09475705798
137	0.09419665018
138	0.09349562242
139	0.09267845204
140	0.0923528916
141	0.09097229361
142	0.09071627072
143	0.08969673911
144	0.08916654252
145	0.08837756237
146	0.08757291676
147	0.08666870631
148	0.08588877532
149	0.08538325261
150	0.08451763579
151	0.08399414064
152	0.08311361361
153	0.0824841272
154	0.08188972666
155	0.0812344892
156	0.08092808419
157	0.08013135374
158	0.0794855539
159	0.07869520534
160	0.07779664426
161	0.0771244593
162	0.07658674545
163	0.07632361769
164	0.07616776252
165	0.07541324894
166	0.07460683756
167	0.07416551991
168	0.07371527207
169	0.07340996348
170	0.07308366378
171	0.07263587817
172	0.07195063027
173	0.07096108739
174	0.07052943489
175	0.06967256463
176	0.06892402387
177	0.06856781218
178	0.06767861727
179	0.06739146721
180	0.06685205174
181	0.06639334557
182	0.0658053238
183	0.06553154583
184	0.06483442382
185	0.06429742149
186	0.06368229658
187	0.06314705246
188	0.0626532394
189	0.0619910728
190	0.06125458763
191	0.06089734596
192	0.06055175551
193	0.06022090656
194	0.05962970073
195	0.05943944928
196	0.0592146323
197	0.05874965773
198	0.05840094125
199	0.05790040481
200	0.05756285745
201	0.05718716098
202	0.05703243537
203	0.05662769785
204	0.05620889901
205	0.05594494744
206	0.05565155691
207	0.05533460384
208	0.05499294558
209	0.05483534208
210	0.05468037932
211	0.05438581232
212	0.05414814717
213	0.05403758199
214	0.05374995919
215	0.0535026546
216	0.05338081803
217	0.05291691841
218	0.05231052517
219	0.05190200551
220	0.05160895906
221	0.05122501669
222	0.05071415642
223	0.05063045548
224	0.05023253234
225	0.05000314366
226	0.04980943078
227	0.04952065427
228	0.04927680191
229	0.04881901176
230	0.04831738065
231	0.04812067673
232	0.047814429
233	0.04747277666
234	0.04725588157
235	0.04706620036
236	0.0467532052
237	0.0465364975
238	0.04637698244
239	0.0460979377
240	0.04586256737
241	0.04555080657
242	0.045157759
243	0.0449610368
244	0.04439778419
245	0.04400516286
246	0.04377124551
247	0.04348215611
248	0.04317410622
249	0.0428918496
250	0.04267373538
251	0.04240483245
252	0.04207601487
253	0.04184956044
254	0.04143774246
255	0.04120157368
256	0.04099223385
257	0.0407691075
258	0.04033005488
259	0.03994637546
260	0.0397528112
261	0.03941999026
262	0.03926991509
263	0.03901408694
264	0.0386606223
265	0.03842233958
266	0.03817594305
267	0.03805392739
268	0.03783351313
269	0.0375596115
270	0.03726946397
271	0.03712889189
272	0.03689249713
273	0.03688978467
274	0.03667360535
275	0.03638864422
276	0.03596596361
277	0.03579870547
278	0.03567535438
279	0.03519197216
280	0.03502824661
281	0.03474958744
282	0.03437024465
283	0.03423043574
284	0.03408240334
285	0.033873673
286	0.03374140734
287	0.0336500136
288	0.03341347487
289	0.0332875359
290	0.03306898942
291	0.03301637316
292	0.03277013136
293	0.03257995264
294	0.03238329108
295	0.03222518756
296	0.03196624757
297	0.03181500854
298	0.03166817359
299	0.03133821312
300	0.03120529982
301	0.0311219909
302	0.0310130601
303	0.0307963756
304	0.03062250936
305	0.03039372733
306	0.03006739782
307	0.02987997435
308	0.0297087198
309	0.02952680835
310	0.02930238303
311	0.02912399264
312	0.02899270313
313	0.02884923198
314	0.02871296181
315	0.02852961459
316	0.02830331875
317	0.02810882076
318	0.02794243619
319	0.02768848109
320	0.02748986341
321	0.02739375636
322	0.02720075811
323	0.02700419314
324	0.02686751948
325	0.02664564026
326	0.02643980167
327	0.02622990584
328	0.02609938076
329	0.02602863864
330	0.02583300665
331	0.02560409828
332	0.02549089823
333	0.02531762592
334	0.02519558983
335	0.02499129985
336	0.02476881828
337	0.02456216242
338	0.02441930768
339	0.02417893162
340	0.02401264148
341	0.02379011745
342	0.02368167935
343	0.02349216832
344	0.02342743391
345	0.0232201147
346	0.02304398558
347	0.02295659588
348	0.02278041782
349	0.02263803812
350	0.02240699278
351	0.02229121281
352	0.02221294811
353	0.02209750522
354	0.02196422022
355	0.02182959424
356	0.02166876356
357	0.02156508994
358	0.02145871401
359	0.0213752122
360	0.02123195363
361	0.02119119723
362	0.02108988253
363	0.02093783936
364	0.0208109262
365	0.02071822655
366	0.0205441582
367	0.02042647578
368	0.02026627548
369	0.02009965844
370	0.02002651409
371	0.01983513704
372	0.019769383
373	0.01964889942
374	0.01952438123
375	0.01939216656
376	0.01923017252
377	0.01905771899
378	0.01889847701
379	0.0187931564
380	0.01863525672
381	0.0185413501
382	0.01840468493
383	0.01823208639
384	0.01807151427
385	0.01797200532
386	0.01785816119
387	0.01776979291
388	0.01763490012
389	0.01750102934
390	0.01739343214
391	0.0172773444
392	0.01713232589
393	0.01707550635
394	0.01691015344
395	0.01679181505
396	0.01669561739
397	0.01662048821
398	0.01649909729
399	0.01634911626
400	0.01624765704
401	0.01615627345
402	0.01606820387
403	0.01596081686
404	0.01588782329
405	0.01579983555
406	0.0156646619
407	0.01559819657
408	0.01548867473
409	0.01537081643
410	0.0152855179
411	0.01514982994
412	0.01502760907
413	0.014918052
414	0.01481124329
415	0.0147531153
416	0.01463620803
417	0.01452278517
418	0.01444777455
419	0.01439596984
420	0.01429732845
421	0.01419010552
422	0.01405221798
423	0.01387703255
424	0.01376133758
425	0.01365873627
426	0.01361353804
427	0.01351801458
428	0.01340043449
429	0.01333521845
430	0.01325707337
431	0.01311903209
432	0.01299324698
433	0.01292948195
434	0.01281932522
435	0.01272974783
436	0.01264532214
437	0.01252715746
438	0.01245411958
439	0.01235583181
440	0.01223851127
441	0.01219519051
442	0.01214800432
443	0.01210479509
444	0.01206394394
445	0.01196636535
446	0.01192469437
447	0.01185219959
448	0.01178494569
449	0.01165829515
450	0.01159929117
451	0.01154539974
452	0.01148348761
453	0.0114072216
454	0.0113167588
455	0.01124695017
456	0.011183203
457	0.01115793574
458	0.01111652161
459	0.01099889116
460	0.01095373977
461	0.01088462984
462	0.01083474633
463	0.01078934772
464	0.01071957276
465	0.01063799727
466	0.01061082239
467	0.01054910444
468	0.01045459755
469	0.01038477059
470	0.01033989333
471	0.01020780144
472	0.01014640457
473	0.01009289724
474	0.01001841523
475	0.00997812653
476	0.009899946217
477	0.009809588784
478	0.009751589409
479	0.009718589405
480	0.009631102143
481	0.009571012201
482	0.009525778974
483	0.009429906246
484	0.009340687561
485	0.009260051211
486	0.009221290475
487	0.009198304259
488	0.009140819651
489	0.009112392622
490	0.009055644779
491	0.008977575561
492	0.008899101037
493	0.008856090168
494	0.008800606138
495	0.008752565774
496	0.008720501709
497	0.008674374628
498	0.008628258412
499	0.008549578527
500	0.008502840959
501	0.008470276022
502	0.008436388175
503	0.008388256791
504	0.008337021583
505	0.00828856543
506	0.008257424809
507	0.008215126516
508	0.008189074651
509	0.008137501523
510	0.008098884045
511	0.008039181804
512	0.007989607879
513	0.00795072215
514	0.007905328815
515	0.007845931908
516	0.007794364639
517	0.007758990992
518	0.007707580189
519	0.007672444867
520	0.007630053312
521	0.007590688023
522	0.007551037125
523	0.007526535421
524	0.007500928793
525	0.007465183102
526	0.007427282368
527	0.007386142332
528	0.007359435951
529	0.007320066895
530	0.007292377415
531	0.007242816856
532	0.007181175328
533	0.007170550168
534	0.007124661741
535	0.007098475089
536	0.007069153426
537	0.007045617687
538	0.007019562638
539	0.006972840479
540	0.006945348262
541	0.006896929605
542	0.006853418931
543	0.00681768554
544	0.006751167279
545	0.006719033474
546	0.006678694046
547	0.00665626004
548	0.006622614249
549	0.006597079653
550	0.006569227206
551	0.006551546483
552	0.006523374117
553	0.006501699202
554	0.006470672809
555	0.006442211885
556	0.006411202744
557	0.006386355209
558	0.006356088637
559	0.006320612747
560	0.006295985145
561	0.006253490707
562	0.006229067731
563	0.006213141463
564	0.00618210158
565	0.006155734838
566	0.006131186445
567	0.006102196809
568	0.006081897546
569	0.006043509902
570	0.006022970664
571	0.005999558178
572	0.005965012314
573	0.005947167709
574	0.005922522292
575	0.005895222566
576	0.005882898793
577	0.005863864456
578	0.005838919127
579	0.005819305975
580	0.00577136815
581	0.00574452618
582	0.00572191055
583	0.005707905237
584	0.005689712602
585	0.005656374714
586	0.005628868906
587	0.005599392657
588	0.005572828918
589	0.005542528164
590	0.005523160346
591	0.005502089086
592	0.005481594463
593	0.005462362647
594	0.005440608726
595	0.005426520205
596	0.005400816622
597	0.005382540945
598	0.005367464837
599	0.005350871321
600	0.005326257964
601	0.005314140951
602	0.005292172655
603	0.005275532165
604	0.005254849799
605	0.005227446563
606	0.005210103252
607	0.005178165644
608	0.005164063298
609	0.005143872314
610	0.00513172984
611	0.005120008834
612	0.005113608128
613	0.005085137784
614	0.005064643226
615	0.005053781626
616	0.005024797378
617	0.005007303348
618	0.004983598986
619	0.004965404737
620	0.004949479751
621	0.004942795213
622	0.004927470845
623	0.004895096486
624	0.004880067312
625	0.004866591851
626	0.004849760788
627	0.004826626976
628	0.004815947336
629	0.004790914252
